pergunta;alternativas;resposta_certa;alternativa_1;alternativa_2;alternativa_3;embaralhar
"Qual time do denominado ""trio de ferro"" português é o que possui mais títulos do Campeonato Português?";3;Benfica;Porto;Sporting;-;N
Qual das seguintes equipes da Premier League está sediada em Londres?;4;Chelsea;Newcastle;Manchester United;Liverpool;N
Noruega, Suécia, Dinamarca. Qual a nacionalidade do atacante super-artilheiro Erling Haaland?;5;A;Noruega;Noruega;Noruega;N
Em que ano o Flamengo foi campeão mundial vencendo o Liverpool por 3-0?;3;1981;1985;2019;-;N
Em qual destes esportes homens e mulheres podem competir em pé de igualdade?;4;Hipismo;Natação;Boxe;Atletismo;N
Quantas polegadas tem um pé?;4;12;10;3;15;N
Qual escritor de ficção científica introduziu as três leis da robótica?;4;Isaac Asimov;Ray Bradbury;Arthur C. Clarke;H. G. Wells;N
Quem está estampado na moeda de 10 centavos?;4;D. Pedro I;Deodoro da Fonseca;Tiradentes;Barão do Rio Branco;N
Por qual equipe da NBA jogou Kobe Bryant?;4;Los Angeles Lakers;Detroit Pistons;Cleveland Cavaliers;Chicago Bulls;N
Qual é o recorde de montagem singular de um cubo mágico 3x3x3?;4;3.47 segundos;10.71 segundos;15.31 segundos;12.92 segundos;N
"Qual mangaká criou a série ""Dragon Ball""?";4;Akira Toriyama;Masami Kurumada;Eichiro Oda;Tatsuya Endo;N
"Segundo a Enciclopédia Oficial de ""Os Cavaleiros do Zodíaco"", qual cavaleiro de ouro nasceu e treinou no Brasil?";3;Aldebaran de Touro;Milo de Escorpião;Shura de Capricórnio;-;N
Antes de se mudar para Los Angeles, a franquia de NBA dos Lakers jogava em qual cidade?;4;Minneapolis;Indianapolis;Richmond;Albuquerque;N
Qual destes antigos filósofos deixou uma descrição de Atlântida em seus escritos?;4;Platão;Aristóteles;Sócrates;Epicuro;N
Quando começou o segundo milênio?;4;1 de janeiro de 1001;1 de janeiro de 1000;1 de janeiro de 2000;1 de janeiro de 2001;N
Em que país nasceram os Jogos Olímpicos?;4;Grécia;Itália;Espanha;França;N
Quanto é 7-(-3)?;3;10;4;1;-;N
"Qual é o nome do personagem de Malcolm McDowell no filme ""Laranja Mecânica"", de Stanley Kubrick?";4;Alex;Bob;Joe;Johnny;N
Os Jardins Suspensos da Babilônia teriam sido construídos em que país dos dias atuais?;4;Iraque;Azerbaijão;Egito;Macedônia;N
Qual é a substância básica de uma célula?;4;Água;Nitrogênio;Carbono;Sal;N
Qual é a maior catarata do mundo?;4;Ángel;Tugela;Victoria;Niágara;N
O risoto é originário de qual país?;4;Itália;Espanha;França;Grécia;N
Qual é o único país que não possui uma bandeira em forma retangular?;4;Nepal;Suriname;Suíça;Etiópia;N
O meridiano de Greenwich está localizado em qual cidade?;4;Londres;Paris;Madrid;Roma;N
Qual destes esportes tem a bola de maior tamanho?;4;Basquete;Futebol;Polo Aquático;Vôlei;N
Em que país está localizada a cidade de Antuérpia?;4;Bélgica;Países Baixos;França;Alemanha;N
Ao que Brás Cubas dedica o seu livro de memórias póstumas escrito por Machado de Assis?;3;Ao verme;Ao leitor;Aos filhos;-;N
Qual é o primeiro nome do escritor Machado de Assis?;4;Joaquim;José;Afonso;Jerônimo;N
Qual destes países europeus possui a bandeira em faixas horizontais e não verticais?;4;Hungria;Romênia;Irlanda;Bélgica;N
Panda, coala, ornitorrinco. Qual destes animais não é originário da Austrália?;5;A;Panda;Panda;Panda;N
Qual atriz interpreta Wandinha na série homônima da Netflix?;3;Jenna Ortega;Anya Taylor-Joy;Maya Hawke;-;N
Brasil, Japão, Emirados Árabes. Em que país a temporada de Fórmula 1 se encerra desde 2014?;5;C;EAU;EAU;EAU;N
Em qual destes mares é impossível se afogar?;4;Mar Morto;Mar da Galileia;Mar Cáspio;Mar Negro;N
Qual destas línguas pertence ao grupo eslavo ocidental?;4;Polaco;Búlgaro;Ucraniano;Alemão;N
Qual destas línguas não é considerada uma língua românica?;3;Inglês;Romeno;Francês;-;N
O que os astecas usavam como moeda de troca?;3;Sementes de cacau;Folhas de chá;Nozes;-;N
O raquitismo é causado pela deficiência de qual vitamina?;4;Vitamina D;Vitamina E;Vitamina B12;Vitamina A;4321
Mike, o frango sem cabeça, ficou por quanto tempo vivendo sem a cabeça?;4;18 meses;12 meses;24 meses;15 meses;N
Qual destas raças de cachorro nada muito bem?;4;Terra-nova;Retriever;Galgo inglês;Schnauzer;N
Qual flor é símbolo da Escócia?;4;Cardo;Dente-de-leão;Tulipa;Rosa;N
Em que país surgiu o ketchup de tomate, tão utilizado em fast-foods?;4;Estados Unidos;Hungria;México;Itália;N
A África do Sul tem 3 capitais. Qual destas cidades não é uma delas?;4;Joanesburgo;Pretória;Cidade do Cabo;Bloemfontein;N
"No filme ""Pulp Fiction"", o que faz o personagem de John Travolta?";4;Assassino;Policial;Boxeador;Ciclista;N
A Sardenha é uma ilha pertencente a qual país?;4;Itália;França;Grécia;Malta;N
Qual invenção tornou Alfred Nobel famoso?;4;Dinamite;Napalm;Palitos de fósforo;Lança-chamas;N
Qual filósofo da antiguidade já foi campeão olímpico?;3;Platão;Sócrates;Aristóteles;-;N
Qual princesa da mitologia grega se acorrentou numa rocha para evitar a destruição de sua cidade?;4;Andrômeda;Cassiopeia;Ariadne;Medeia;N
Quantos torneios de Roland Garros venceu Gustavo Kuerten?;4;3;5;7;1;N
Em que país nasceu Pablo Neruda?;4;Chile;Itália;Argentina;Espanha;N
"Qual é a cor dos cabelos da Alegria, no filme da Pixar ""Divertida Mente""?";4;Azul;Vermelho;Verde;Amarelo;N
"O que significa a palavra inglesa ""print""?";4;Imprimir;Pressionar;Repetir;Copiar;N
As cataratas do Iguaçu fazem uma fronteira natural entre o Brasil e que outro país?;4;Argentina;Colômbia;Venezuela;Bolívia;N
"Irmãos Grimm, Hans Christian Andersen, Lewis Carroll. Quem escreveu ""Alice No País das Maravilhas?";5;C;Lewis Carroll;C;C;N
Luxemburgo, Mônaco ou Suíça. Que país tem a bandeira similar à da Cruz Vermelha?;5;C;Suíça;C;C;N
Mãos, Pés, Coluna Vertebral. Em que parte do corpo humano ficam 25% dos ossos?;5;B;Pés;B;B;N
Em que ano Getúlio Vargas tomou posse como Presidente do Brasil pela primeira vez?;4;1930;1925;1935;1940;N
Qual característica da atmosfera pode ser medida com um barômetro?;3;Pressão;Umidade;Índice UV;-;N
O que é um lírio do mar?;3;Animal;Planta;Fungo;-;N
Qual é o primeiro elemento químico da tabela periódica?;3;Hidrogênio;Oxigênio;Nitrogênio;-;N
2, 3 ou 5. Quanto é 1 terço de 6?;5;A;2;A;A;N
Qual é a capital de Madagascar?;3;Antananarivo;Maputo;Nairóbi;-;N
Quantas cordas tem um violão tradicional?;3;6 cordas;5 cordas;7 cordas;-;N
Que nome se dá à passagem do estado gasoso para o líquido?;3;Condensação;Fusão;Vaporização;-;N
Em que ano Constantinopla caiu pelas mãos do Império Otomano?;3;1453;1520;1278;-;N
"Que escritor foi o autor de ""O Retrato de Dorian Gray""?";3;Oscar Wilde;George Orwell;William Shakespeare;-;N
"Qual é a conjugação do verbo ""intervir"" na 3ª pessoa do singular do pretérito perfeito?";3;Ele interveio;Ele interviu;Ele interviria;-;N
Quantas arestas tem um cubo?;3;12;6;8;-;N
6, 8, 12. Quantos vértices tem um cubo?;5;B;8;B;B;N
Roxa, Marrom ou Preta. Qual a faixa de maior graduação no karatê?;5;C;Preta;C;C;N
O que significa judô?;4;Caminho suave;Caminho de pedra;Habilidade de luta;Luta de chão;N
Qual é a maior cidade da América do Sul?;3;São Paulo;Buenos Aires;Rio de Janeiro;-;N
Qual é a umidade relativa do ar saturado?;3;100 %;70 %;30 %;-;N
Na Bíblia Sagrada, Jonas fugiu de Deus porque não queria viajar até qual cidade?;3;Nínive;Társis;Tiro;-;N
Alemanha, Itália e Japão faziam parte de qual aliança militar da Segunda Guerra Mundial?;4;Eixo;Aliados;Tríplice Entente;Tríplice Aliança;N
Qual destas rivalidades do futebol não é da Região Sudeste?;3;Clássico-Rei;Majestoso;Clássico dos Milhões;-;N
Que tipo de animal é o Ligeirinho, da Looney Tunes?;4;Rato;Tartaruga;Gato;Coelho;N
"O que significa ""física"", traduzida do grego?";4;Natureza;Terra;Molécula;Átomo;N
Qual destes planetas não tem satélites devido à sua extrema proximidade com o Sol?;4;Vênus;Marte;Plutão;Netuno;N
Qual é o nome do dublador do Goku em Dragon Ball Z?;3;Wendell Bezerra;Alfredo Rollo;Hermes Baroli;-;N
Qual presidente dos Estados Unidos já foi ator?;4;Ronald Reagan;John Kennedy;Jimmy Carter;Harry Truman;N
Qual cidade americana é conhecida como a capital mundial da energia?;4;Houston;Boston;Nova Iorque;Los Angeles;N
Ásia, África, Europa. Em que continente fica a Ucrânia?;5;C;Europa;Europa;Europa;N
Mônaco, Liechtenstein, Andorra. Qual país tem a menor área?;5;A;Mônaco;Mônaco;Mônaco;N
100 milhões, 300 milhões, 500 milhões. Qual é a velocidade da luz em m/s?;5;B;300 milhões;300 milhões;300 milhões;N
3, 4, 5. Quantos músicos existem num quarteto?;5;B;4;4;4;N
Angola, Moçambique, Zimbábue. Qual destas não foi uma colônia portuguesa?;5;C;Zimbábue;Zimbábue;Zimbábue;N
Vermelha, Amarela, Branca. Qual a cor da luz de freio de um carro?;5;A;Vermelha;Vermelha;Vermelha;N
Malvinas, Ilha de Páscoa, Santa Helena. Em que ilha Napoleão foi exilado?;5;C;Santa Helena;C;C;N
Incomum, Inverídico, Antipático. Qual é o antônimo de cordial?;5;C;Antipático;C;C;N
Le Rochelle, Le Mans, Le Havre. Qual cidade é conhecida por seu evento automobilístico de 24 horas?;5;B;Le Mans;Le Mans;Le Mans;N
O, U, Au. Qual é o símbolo químico do Ouro?;5;C;Au;Au;Au;N
"Hitler, Napoleão, Júlio César. Quem usou as palavras ""Vim, vi e venci""?";5;C;Júlio César;Júlio César;Júlio César;N
Facebook, Twitter, Instagram. Qual rede social tem um pássaro como mascote?;5;B;Twitter;Twitter;Twitter;N
Pampas, cerrado, tundra. Qual é a vegetação predominante no Rio Grande do Sul?;5;A;Pampas;A;A;N
Unicórnio, Pégaso, Minotauro. Na mitologia, qual é o cavalo alado?;5;B;Pégaso;Pégaso;Pégaso;N
Alpes, Pirineus, Urais. Quais montes separam as partes europeia e asiática da Rússia?;5;C;Urais;C;C;N
1990, 1994, 1998. Em que ano foi estabelecido o Plano Real?;5;B;1994;1994;1994;N
Estados Unidos, Alemanha, Áustria. Em que país nasceu o ator Arnold Schwarzenegger?;5;C;Áustria;Áustria;Áustria;N
Equador, Espanha, Chile. O arquipélago de Galápagos pertence a qual país?;5;A;Equador;A;A;N
"Ferreira Gullar, Dias Gomes, Graciliano Ramos. Quem escreveu ""Memórias do Cárcere""?";5;C;Graciliano Ramos;Graciliano Ramos;Graciliano Ramos;N
Marcos, Lucas, Mateus. Qual apóstolo de Jesus era um publicano?;5;C;Mateus;C;C;N
Mbappé, Messi, Giroud. Quem foi o artilheiro da Copa do Mundo de 2022?;5;A;Mbappé;A;A;N
"Acento grave, trema, til. Na língua espanhola, qual sinal gráfico costuma aparecer no ""n""?";5;C;Til;C;C;N
Anakin, Obi-Wan, Kylo Ren. Qual é o nome do pai de Luke Skywalker?;5;A;Anakin;A;A;N
México, Argentina, Venezuela. Qual desses países não usa o peso como moeda?;5;C;Venezuela;Venezuela;Venezuela;N
"Suspender, Imergir, Atascar. O que significa ""mergulhar""?";5;B;Imergir;B;B;N
"Ar, Fogo, Água. Complete o provérbio: ""Onde há fumaça, há...""";5;B;Fogo;B;B;N
Lord, Sir, Barão. Qual era o título do poeta inglês George Byron?;5;A;Lorde;Lorde;Lorde;N
-20, -30, -40. Qual destas temperaturas é a mesma tanto em Celsius quanto Fahrenheit?;5;C;-40;-40;-40;N
Luis Paulo Supi, Gilberto Milos, Henrique Mecking. Quem é considerado o maior enxadrista brasileiro da história?;5;C;Henrique Mecking;Henrique Mecking;Henrique Mecking;N
Que tipo de madeira é utilizada para a fabricação de barris de conhaque?;3;Carvalho;Figueira;Pinheiro;-;N
Ásia, África, América. Em que continente ficam as cataratas de Vitória?;5;B;África;África;África;N
193, 203, 223. Quantos milhões de habitantes tem o Brasil segundo o censo 2022 do IBGE?;5;B;215;215;215;N
Berna, Genebra, Zurique. Qual é a capital da Suíça?;5;A;Berna;Berna;Berna;N
Portugal, Inglaterra, Itália. Que país ganhou a Eurocopa de 2021?;5;C;Itália;Itália;Itália;N
6, 7, 8. Quantos pontos vale um touchdown no futebol americano?;5;A;6;6;6;N
Titicaca, Michigan, Superior. Qual é o maior lago da América?;5;C;Superior;C;C;N
Desde 2020, o brasileiro Cairo Santos é o kicker de qual franquia da NFL?;4;Chicago Bears;Kansas City Chiefs;Los Angeles Rams;New England Patriots;N
Aquiles, Leandro, Pólux. Quem é o irmão gêmeo de Castor?;5;C;Pólux;Pólux;Pólux;N
Andaluzia, País Basco, Catalunha. Barcelona é uma cidade de qual província espanhola?;5;C;Catalunha;Catalunha;Catalunha;N
1, 2, 3. Quantas foram as Guerras Púnicas entre Roma e Cartago?;5;C;3;C;C;N
Goiás, Mato Grosso, Tocantins. O Distrito Federal fica no meio de qual estado?;5;A;Goiás;Goiás;Goiás;N
Nas epístolas paulinas, Paulo direciona cartas para estas cidades, mas só uma está na Grécia. Qual?;4;Corinto;Éfeso;Galácia;Colossas;N
As cidades sagradas de Meca e Medina estão localizadas em qual país?;4;Arábia Saudita;Omã;Iraque;Israel;N
Corações, Losangos ou Trevos. Que desenho tem o naipe de Copas?;5;A;Corações;A;A;N
Maneta, Manco, Cego de um Olho. Qual era a particularidade física do poeta Luís de Camões?;5;C;Cego de um olho;C;C;N
Qual personalidade tinha um cavalo chamado Bucéfalo?;3;Alexandre, o Grande;Napoleão;Ricardo III;-;N
1907, 1912, 1914. Em que ano começou a Primeira Guerra Mundial?;5;C;1914;C;C;N
Irã, Iraque, Arábia Saudita. A antiga Mesopotâmia é atualmente qual país?;5;B;Iraque;B;B;N
Varsóvia, Sófia, Kiev. Qual é a capital da Polônia?;5;A;Varsóvia;Varsóvia;Varsóvia;N
Sal, Cloro, Enxofre. Qual substância é adicionada nas piscinas?;5;B;Cloro;Cloro;Cloro;N
"CAL, HAL, PAL. Qual é o nome do computador no filme ""2001: Uma Odisseia no Espaço""?";5;B;HAL;HAL;HAL;N
Portugal, Espanha, Inglaterra. A ilha da Madeira pertence a qual país?;5;A;Portugal;Portugal;Portugal;N
Nova Iorque, Genebra, Haia. Em que cidade está localizado o Tribunal Internacional de Justiça?;5;C;Haia;Haia;Haia;N
Elefante, Avestruz, Baleia. Qual é o maior animal da Terra?;5;C;Baleia;Baleia;Baleia;N
Bolo, Caldo, Farofa. O que é um tacacá?;5;B;Caldo;Caldo;Caldo;N
Holanda, França, Itália. Qual país é conhecido pelas suas flores e moinhos de vento?;5;A;Holanda;A;A;N
Economia, Literatura, Arqueologia. Qual destes não é um dos Prêmios Nobel?;5;C;Arqueologia;C;C;N
Tocantins, Paraná, Tietê. Em que rio fica a usina hidrelétrica de Itaipu?;5;B;Paraná;Paraná;Paraná;N
Virgínia, Kentucky, Flórida. Em que estado americano fica localizado o Pentágono?;5;A;Virgínia;Virgínia;Virgínia;N
Inglaterra, Portugal, França. Em que país faleceu D. Pedro II?;5;C;França;C;C;N
Celtics, Bulls, Lakers. Em qual franquia da NBA se destacou Michael Jordan?;5;B;Bulls;Bulls;Bulls;N
Qual neto da Rainha Elizabeth II abdicou da família real?;4;Harry;William;George;Charles;N
Friends, Seinfeld, Modern Family. Em que seriado podemos ver os personagens Ross e Chandler?;5;A;Friends;Friends;Friends;N
Tanzânia, Angola, Marrocos. Onde fica o monte Kilimanjaro?;5;A;Tanzânia;A;A;N
Van Gogh, Gauguin, Monet. Que pintor cortou sua própria orelha?;5;A;Van Gogh;A;A;N
413, 513, 613. Quantos são os deputados federais na Câmara dos Deputados em Brasília?;5;B;513;B;B;N
54, 81, 108. Quantos são os senadores da República?;5;B;81;B;B;N
Amapá, Amazonas, Roraima. Qual é o estado que fica mais ao norte do país?;5;C;Roraima;Roraima;Roraima;N
Jamaica, Cuba, Bahamas. Qual destes países caribenhos é um arquipélago?;5;C;Bahamas;Bahamas;Bahamas;N
Antártica, Groenlândia, Austrália. Em qual destes lugares não há um único rio?;5;A;Antártica;Antártica;Antártica;N
"Canhota, Surda, Muda. No espanhol, o que é uma pessoa ""zurda""?";5;A;Canhota;Canhota;Canhota;N
Oxigênio, Nitrogênio, Carbono. Qual é o elemento principal da química orgânica?;5;C;Carbono;Carbono;Carbono;N
Fevereiro, Março, Abril. Qual mês foi batizado a partir do deus da guerra romano?;5;B;Março;Março;Março;N
HTTP, TCP/IP, FTP. Qual é o protocolo de endereçamento para redes globais de computadores?;5;B;TCP/IP;B;B;N
Queijo, Presunto, Pão. O que é um parmesão?;5;A;Queijo;A;A;N
The Last of Us, Uncharted, Horizon Zero Dawn. Em qual destes jogos você controla a protagonista Aloy?;5;C;Horizon Zero Dawn;C;C;N
Ferrari, Mercedes, Red Bull. George Russell corre desde 2022 por qual equipe da Fórmula 1?;5;B;Mercedes;Mercedes;Mercedes;N
4, 5 ou 6. Quantas Copas do Mundo tem a Seleção Brasileira?;5;B;5;5;5;N
"Fungo, Bactéria, Vírus. Qual foi a praga que assolou o mundo em ""The Last Of Us""?";5;A;Fungo;Fungo;Fungo;N
A América do Sul tem quantos países considerados estados soberanos?;4;12;14;10;16;N
"Euclides da Cunha, José de Alencar, Machado de Assis. Quem escreveu ""Os Sertões""?";5;A;Euclides da Cunha;Euclides da Cunha;Euclides da Cunha;N
1949, 1953, 1959. Em que ano Fidel Castro tomou posse em Cuba?;5;C;1959;1959;1959;N
Atacama, Saara, Mongólia. Qual é o deserto mais seco da Terra?;5;A;Atacama;Atacama;Atacama;N
Suez, Mancha, Panamá. Qual é o nome do canal que separa França e Inglaterra?;5;B;Mancha;Mancha;Mancha;N
"Tochigi, Ibaraki, Saitama. Qual é o nome do protagonista de ""One Punch Man""?";5;C;Saitama;C;C;N
"Joaquin Phoenix, Heath Ledger, Jared Leto. Qual ator protagonizou o filme ""Coringa"", lançado em 2019?";5;A;Joaquin Phoenix;Joaquin Phoenix;Joaquin Phoenix;N
4, 7, 11. Quantos Oscars recebeu o filme Titanic?;5;C;11;11;11;N
Cônego, Capelão, Diácono. Como se chama o ministro religioso de uma corporação militar?;5;B;Capelão;B;B;N
Eclusagem, Adernamento, Cabotagem. Qual é a navegação entre portos marítimos sem perder a costa de vista?;5;C;Cabotagem;C;C;N
Lima, Cusco, Trujillo. Qual é a capital do Peru?;5;A;Lima;A;A;N
"Nietzsche, Foucault, Marx. Quem disse a frase: ""A religião é o ópio do povo""?";5;C;Marx;Marx;Marx;N
Xi Jinping, Deng Xiaoping, Hu Jintao. Quem é o atual presidente da China?;5;A;Xi Jinping;Xi Jinping;Xi Jinping;N
Vladivostok, Volgogrado, Nalchik. Qual cidade era chamada de Stalingrado até 1961?;5;B;Volgogrado;Volgogrado;Volgogrado;N
2, 4, 6. Quantas asas tem uma abelha?;5;B;4;B;B;N
Mercúrio, Vênus, Saturno. Qual o planeta mais próximo do Sol?;5;A;Mercúrio;A;A;N
Hidrogênio, Nitrogênio, Carbono. Qual elemento compõe a maior parte do ar?;5;B;Nitrogênio;B;B;N
Grifinória, Sonserina, Corvinal. Qual é a casa do protagonista Harry Potter?;5;A;Grifinória;A;A;N
Qual é o nome do atual presidente da Ucrânia?;3;Volodymyr;Oleksandr;Ruslan;-;N
Dinamarca, Portugal, Itália. Qual desses países não utiliza o euro como moeda?;5;A;Dinamarca;Dinamarca;Dinamarca;N
